name,year_start,height,weight,college,pos,age,per,team,conf
Matt Maloney,1997,190.5,87.089664,University of Pennsylvania,PG,25.0,12.3,HOU,West
Steve Malovic,1980,208.28,104.32616,San Diego State University,PF,23.0,7.2,TOT,N/A
Ted Manakas,1974,187.96,81.64656,Princeton University,SG,22.0,7.2,KCO,West
Danny Manning,1989,208.28,104.32616,University of Kansas,PF,22.0,13.4,LAC,West
Ed Manning,1968,200.66,95.25431999999999,Jackson State University,PF,24.0,11.0,BAL,East
Rich Manning,1996,210.82,114.758776,University of Washington,PF,25.0,7.6,VAN,West
Pace Mannion,1984,200.66,86.18248,University of Utah,SF,23.0,8.5,GSW,West
Nick Mantis,1960,190.5,86.18248,Northwestern University,SG,24.0,1.7,MNL,West
Pete Maravich,1971,195.58,89.357624,Louisiana State University,SG,23.0,17.8,ATL,East
Devyn Marble,2015,198.12,90.7184,University of Iowa,SG,22.0,5.9,ORL,East
Roy Marble,1990,198.12,86.18248,University of Iowa,SG,23.0,5.5,ATL,East
Stephon Marbury,1997,187.96,81.64656,Georgia Institute of Technology,PG,19.0,16.1,MIN,West
Jack Marin,1967,200.66,90.7184,Duke University,SF,22.0,14.4,BAL,East
Shawn Marion,2000,200.66,99.79024,"University of Nevada, Las Vegas",SF,21.0,17.1,PHO,West
Sean Marks,1999,208.28,113.398,University of California,PF,23.0,7.8,TOR,East
Harvey Marlatt,1971,190.5,83.91452,Eastern Michigan University,SG,22.0,7.3,DET,East
Jim Marsh,1972,200.66,97.52228,University of Southern California,SF,25.0,8.6,POR,West
Ricky Marsh,1978,190.5,90.7184,Manhattan College,SG,23.0,8.4,GSW,West
Donny Marshall,1996,200.66,104.32616,University of Connecticut,SF,23.0,10.5,CLE,East
Donyell Marshall,1995,205.74,98.883056,University of Connecticut,SF,21.0,12.5,TOT,N/A
Kendall Marshall,2013,193.04,90.7184,University of North Carolina,PG,21.0,7.8,PHO,West
Rawle Marshall,2006,205.74,86.18248,Oakland University,SF,23.0,10.1,DAL,West
Tom Marshall,1955,193.04,97.52228,Western Kentucky University,SF,24.0,17.0,ROC,East
Vester Marshall,1974,200.66,90.7184,University of Oklahoma,SF,25.0,3.4,SEA,West
Bill Martin,1986,200.66,92.98636,Georgetown University,SF,23.0,11.5,IND,East
Bob Martin,1994,213.36,113.398,University of Minnesota,C,24.0,6.9,LAC,West
Brian Martin,1986,205.74,96.161504,University of Kansas,SF-PF,23.0,-1.6,TOT,N/A
Cartier Martin,2009,200.66,99.79024,Kansas State University,SF,24.0,9.2,CHA,East
Cuonzo Martin,1996,195.58,96.615096,Purdue University,SG,24.0,20.6,VAN,West
Darrick Martin,1995,180.34,77.11064,"University of California, Los Angeles",PG,23.0,10.3,MIN,West
Jarell Martin,2016,208.28,108.408488,Louisiana State University,PF,21.0,14.0,MEM,West
Jeff Martin,1990,195.58,88.45044,Murray State University,SG,23.0,8.7,LAC,West
Kenyon Martin,2001,205.74,106.140528,University of Cincinnati,PF,23.0,13.4,NJN,East
Kevin Martin,2005,200.66,90.264808,Western Carolina University,PG,21.0,8.7,SAC,West
LaRue Martin,1973,210.82,94.347136,Loyola University of Chicago,C,22.0,10.5,POR,West
Maurice Martin,1987,198.12,90.7184,Saint Joseph's University,SF,22.0,9.4,DEN,West
Phil Martin,1955,190.5,86.18248,University of Toledo,SF,26.0,6.6,MLH,West
Whitey Martin,1962,187.96,83.91452,St. Bonaventure University,SG,22.0,5.4,NYK,East
Jamal Mashburn,1994,203.2,108.86207999999999,University of Kentucky,SF,21.0,13.2,DAL,West
Al Masino,1953,177.8,78.925008,Canisius College,PG,24.0,8.5,MLH,West
Anthony Mason,1990,200.66,113.398,Tennessee State University,PF,23.0,6.9,NJN,East
Desmond Mason,2001,200.66,101.604608,Oklahoma State University,SF,23.0,10.5,SEA,West
Roger Mason,2003,195.58,90.7184,University of Virginia,SF,22.0,7.4,CHI,East
Tony Massenburg,1991,205.74,99.79024,University of Maryland,PF,23.0,16.3,SAS,West
Eddie Mast,1971,205.74,99.79024,Temple University,PF,22.0,10.2,NYK,East
Wes Matthews,1981,185.42000000000002,77.11064,University of Wisconsin,PG,21.0,13.1,TOT,N/A
Wesley Matthews,2010,195.58,99.79024,Marquette University,SG,23.0,12.3,UTA,West
Marlon Maxey,1993,203.2,113.398,University of Texas at El Paso,PF,23.0,15.8,MIN,West
Jason Maxiell,2006,200.66,117.93392,University of Cincinnati,PF,22.0,8.0,DET,East
Cedric Maxwell,1978,203.2,92.98636,University of North Carolina at Charlotte,SF,22.0,17.8,BOS,East
Vernon Maxwell,1989,193.04,81.64656,University of Florida,SG,23.0,12.1,SAS,West
Don May,1969,193.04,90.7184,University of Dayton,SF,23.0,9.2,NYK,East
Scott May,1977,200.66,97.52228,Indiana University,SF,22.0,14.1,CHI,East
Sean May,2006,205.74,120.655472,University of North Carolina,PF,21.0,15.3,CHA,East
Lee Mayberry,1993,185.42000000000002,78.017824,University of Arkansas,PG,22.0,11.0,MIL,East
Clyde Mayes,1976,203.2,102.0582,Furman University,PF,22.0,11.1,MIL,East
Tharon Mayes,1992,190.5,79.3786,Florida State University,SG,23.0,6.4,TOT,N/A
Bill Mayfield,1981,200.66,92.98636,University of Iowa,SF,23.0,6.8,GSW,West
Ken Mayfield,1976,187.96,83.91452,Tuskegee University,SG,27.0,7.3,NYK,East
Eric Maynor,2010,190.5,79.3786,Virginia Commonwealth University,PG,22.0,11.8,TOT,N/A
O.J. Mayo,2009,195.58,95.25431999999999,University of Southern California,SG,21.0,14.2,MEM,West
Travis Mays,1991,187.96,86.18248,University of Texas at Austin,PG,22.0,12.3,SAC,West
Bob McAdoo,1973,205.74,95.25431999999999,University of North Carolina,PF,21.0,16.8,BUF,East
Ray McCallum,2014,190.5,86.18248,University of Detroit Mercy,PG,22.0,9.7,SAC,West
Bob McCann,1990,198.12,110.676448,Morehead State University,SF,25.0,12.4,DAL,West
Brendan McCann,1958,187.96,80.739376,St. Bonaventure University,PG,22.0,6.6,NYK,East
Mel McCants,1990,203.2,108.86207999999999,Purdue University,SF,22.0,5.1,LAL,West
Rashad McCants,2006,193.04,93.893544,University of North Carolina,SG,21.0,12.6,MIN,West
Andre McCarter,1977,190.5,86.18248,"University of California, Los Angeles",PG,23.0,11.6,KCK,East
Willie McCarter,1970,190.5,79.3786,Drake University,SG,23.0,8.4,LAL,West
Johnny McCarthy,1957,185.42000000000002,83.91452,Canisius College,PG,22.0,10.4,ROC,East
Kelly McCarty,1999,200.66,90.7184,University of Southern Mississippi,SG,23.0,31.7,DEN,West
Walter McCarty,1997,208.28,104.32616,University of Kentucky,PF,22.0,6.4,NYK,East
Amal McCaskill,1997,210.82,106.59412,Marquette University,C,23.0,6.1,ORL,East
Patrick McCaw,2017,200.66,83.91452,"University of Nevada, Las Vegas",SG,21.0,8.6,GSW,West
Dwayne McClain,1986,198.12,83.91452,Villanova University,SF,22.0,8.3,IND,East
Dan McClintock,2001,213.36,122.46984,Northern Arizona University,C,23.0,9.9,DEN,West
Jack McCloskey,1953,187.96,86.18248,University of Pennsylvania,SG,27.0,7.8,PHW,East
George McCloud,1990,198.12,92.98636,Florida State University,SF,22.0,4.6,IND,East
C.J. McCollum,2014,190.5,86.18248,Lehigh University,SG,22.0,9.0,POR,West
John McConathy,1952,195.58,88.45044,Northwestern State University,F,21.0,1.7,MLH,West
Bucky McConnell,1953,177.8,77.11064,Marshall University,PG,24.0,11.6,MLH,West
T.J. McConnell,2016,187.96,90.7184,University of Arizona,PG,23.0,14.5,PHI,East
Keith McCord,1981,200.66,95.25431999999999,University of Alabama at Birmingham,SG,23.0,7.9,WSB,East
Tim McCormick,1985,210.82,108.86207999999999,University of Michigan,C,22.0,14.7,SEA,West
Jelani McCoy,1999,208.28,111.13004,"University of California, Los Angeles",C,21.0,21.1,SEA,West
Paul McCracken,1973,193.04,81.64656,"California State University, Northridge",SG,22.0,10.9,HOU,West
Chris McCray,2007,195.58,87.089664,University of Maryland,SG,22.0,-20.7,MIL,East
Rodney McCray,1984,200.66,99.79024,University of Louisville,SF,22.0,14.4,HOU,West
Scooter McCray,1984,205.74,97.52228,University of Louisville,PF,23.0,8.7,SEA,West
Chris McCullough,2016,210.82,90.7184,Syracuse University,PF,20.0,12.2,BRK,East
John McCullough,1982,193.04,86.18248,University of Oklahoma,SG,25.0,30.7,PHO,West
Clint McDaniel,1996,193.04,81.64656,University of Arkansas,SG,23.0,15.6,SAC,West
Xavier McDaniel,1986,200.66,92.98636,Wichita State University,SF,22.0,16.3,SEA,West
Jim McDaniels,1972,210.82,103.418976,Western Kentucky University,C,23.0,13.5,SEA,West
K.J. McDaniels,2015,198.12,92.98636,Clemson University,SG,21.0,10.6,TOT,N/A
Doug McDermott,2015,203.2,102.0582,Creighton University,SF,23.0,6.1,CHI,East
Ben McDonald,1986,203.2,95.25431999999999,"University of California, Irvine",SF,23.0,6.7,CLE,East
Glenn McDonald,1975,198.12,86.18248,"California State University, Long Beach",SF,22.0,9.7,BOS,East
Michael McDonald,1998,208.28,105.233344,University of New Orleans,C,28.0,-22.1,CHH,East
Hank McDowell,1982,205.74,97.52228,University of Memphis,PF,22.0,10.5,GSW,West
Antonio McDyess,1996,205.74,99.79024,University of Alabama,PF,21.0,15.6,DEN,West
Jim McElroy,1976,190.5,86.18248,Central Michigan University,PG,22.0,12.5,NOJ,East
Ivan McFarlin,2007,203.2,108.86207999999999,Oklahoma State University,PF,24.0,12.2,PHI,East
Mitch McGary,2015,208.28,115.66596,University of Michigan,PF,22.0,16.6,OKC,West
JaVale McGee,2009,213.36,122.46984,"University of Nevada, Reno",C,21.0,17.0,WAS,East
Mike McGee,1982,195.58,86.18248,University of Michigan,SF,22.0,11.7,LAL,West
Bill McGill,1963,205.74,102.0582,University of Utah,C,23.0,21.5,CHZ,West
Jon McGlocklin,1966,195.58,92.98636,Indiana University,SG,22.0,12.1,CIN,East
Gil McGregor,1972,203.2,108.86207999999999,Wake Forest University,PF,22.0,6.8,CIN,East
Rodney McGruder,2017,193.04,92.98636,Kansas State University,SG,25.0,9.1,MIA,West
Alfred McGuire,1952,187.96,81.64656,St. John's University,PG,23.0,12.8,NYK,East
Allie McGuire,1974,190.5,79.3786,Marquette University,SG,22.0,10.3,NYK,East
Dominic McGuire,2008,205.74,99.79024,"California State University, Fresno",SG,22.0,6.6,WAS,East
Kevin McHale,1981,208.28,95.25431999999999,University of Minnesota,PF,23.0,16.4,BOS,East
Jim McIlvaine,1995,215.9,108.86207999999999,Marquette University,C,22.0,10.0,WSB,East
Jeff McInnis,1997,193.04,86.18248,University of North Carolina,PG,22.0,14.8,DEN,West
Kenny McIntosh,1972,200.66,102.0582,Eastern Michigan University,SF,23.0,6.7,CHI,East
Kevin McKenna,1982,195.58,88.45044,Creighton University,SG,23.0,2.8,LAL,West
Forrest McKenzie,1987,200.66,90.7184,Loyola Marymount University,SF,23.0,-2.2,SAS,West
Stan McKenzie,1968,195.58,88.45044,New York University,SG,23.0,7.8,BAL,East
Derrick McKey,1988,205.74,92.98636,University of Alabama,SF,21.0,13.8,SEA,West
Aaron McKie,1995,195.58,94.80072799999999,Temple University,SG,22.0,13.3,POR,West
Billy McKinney,1979,182.88,72.57472,Northwestern University,PG,23.0,15.6,KCK,East
Carlton McKinney,1990,193.04,86.18248,Southern Methodist University,SG,25.0,0.6,LAC,West
Ben McLemore,2014,195.58,88.45044,University of Kansas,SG,20.0,7.7,SAC,West
McCoy McLemore,1965,200.66,104.32616,Drake University,SF,22.0,9.8,SFW,West
George McLeod,1953,195.58,90.7184,Texas Christian University,F,22.0,2.9,BLB,East
Keith McLeod,2004,187.96,85.275296,Bowling Green State University,PG,24.0,8.1,MIN,West
Roshown McLeod,1999,203.2,100.243832,Duke University,SF,23.0,11.3,ATL,East
Jack McMahon,1953,185.42000000000002,83.91452,St. John's University,PG,24.0,10.0,ROC,East
Nate McMillan,1987,195.58,88.45044,North Carolina State University,PG,22.0,14.1,SEA,West
Tom McMillen,1976,210.82,97.52228,University of Maryland,C,23.0,11.5,BUF,East
Jim McMillian,1971,195.58,97.52228,Columbia University,SF,22.0,12.2,LAL,West
Shellie McMillon,1959,195.58,92.98636,Bradley University,PF,22.0,16.1,DET,East
Mark McNamara,1983,210.82,106.59412,University of California,C,23.0,7.6,PHI,East
Jerel McNeal,2015,190.5,90.7184,Marquette University,PG,27.0,1.2,PHO,West
Chris McNealy,1986,200.66,95.25431999999999,San Jose State University,PF,24.0,13.7,NYK,East
Bob McNeill,1961,185.42000000000002,77.11064,Saint Joseph's University,PG,22.0,10.4,NYK,East
Larry McNeill,1974,205.74,88.45044,Marquette University,PF,23.0,20.9,KCO,West
Carl McNulty,1955,190.5,83.91452,Purdue University,SG,24.0,-9.7,MLH,West
Paul McPherson,2001,193.04,95.25431999999999,DePaul University,PG,22.0,13.6,TOT,N/A
Cozell McQueen,1987,210.82,106.59412,North Carolina State University,PF,25.0,58.3,DET,East
Jordan McRae,2016,198.12,83.91452,University of Tennessee,PG,24.0,14.2,TOT,N/A
Thales McReynolds,1966,190.5,83.91452,Miles College,G,22.0,-3.3,BAL,East
Josh McRoberts,2008,208.28,108.86207999999999,Duke University,PF,20.0,20.3,POR,West
Eric McWilliams,1973,203.2,90.7184,"California State University, Long Beach",PF,22.0,5.9,HOU,West
Darnell Mee,1994,195.58,79.3786,Western Kentucky University,SG,22.0,6.3,DEN,West
Jodie Meeks,2010,193.04,95.25431999999999,University of Kentucky,SG,22.0,10.8,TOT,N/A
Cliff Meely,1972,203.2,97.52228,University of Colorado,PF,24.0,12.1,HOU,West
Scott Meents,1990,208.28,102.0582,University of Illinois at Urbana-Champaign,PF,26.0,11.9,SEA,West
Monk Meineke,1953,200.66,94.347136,University of Dayton,PF,22.0,14.6,FTW,West
Gal Mekel,2014,190.5,86.636072,Wichita State University,PG,25.0,5.4,DAL,West
Bill Melchionni,1967,185.42000000000002,74.84268,Villanova University,PG,22.0,10.8,PHI,East
Gary Melchionni,1974,187.96,83.91452,Duke University,PG,23.0,13.0,PHO,West
Fab Melo,2013,213.36,115.66596,Syracuse University,C,22.0,4.9,BOS,East
Dean Meminger,1972,182.88,79.3786,Marquette University,SG,23.0,10.3,NYK,East
Chuck Mencel,1956,182.88,76.203456,University of Minnesota,PG,22.0,10.1,MNL,West
John Mengelt,1972,187.96,88.45044,Auburn University,SG,22.0,15.8,CIN,East
Pops Mensah-Bonsu,2007,205.74,108.86207999999999,George Washington University,PF,23.0,11.6,DAL,West
Ron Mercer,1998,200.66,95.25431999999999,University of Kentucky,SG,21.0,14.1,BOS,East
Joe Meriweather,1976,208.28,97.52228,Southern Illinois University,C,22.0,14.4,HOU,West
Porter Meriwether,1963,187.96,81.64656,Tennessee State University,PG,22.0,12.4,SYR,East
Tom Meschery,1962,198.12,97.52228,Saint Mary's College of California,PF,23.0,10.9,PHW,East
Loren Meyer,1996,208.28,116.573144,Iowa State University,C,23.0,9.4,DAL,West
Dave Meyers,1976,203.2,97.52228,"University of California, Los Angeles",PF,22.0,13.4,MIL,East
Larry Micheaux,1984,205.74,99.79024,University of Houston,PF,23.0,16.1,KCK,East
Jordan Mickey,2016,203.2,106.59412,Louisiana State University,PF,21.0,15.3,BOS,East
Khris Middleton,2013,203.2,106.140528,Texas A&M University,SG,21.0,11.4,DET,East
Chris Mihm,2001,213.36,120.20188,University of Texas at Austin,C,21.0,12.6,CLE,East
Larry Mikan,1971,200.66,95.25431999999999,University of Minnesota,SF,22.0,8.4,CLE,East
Aaron Miles,2006,185.42000000000002,79.3786,University of Kansas,PG,22.0,6.0,GSW,West
Eddie Miles,1964,193.04,88.45044,Seattle University,SG,23.0,8.0,DET,East
Andre Miller,2000,190.5,90.7184,University of Utah,PG,23.0,17.9,CLE,East
Anthony Miller,1995,205.74,102.0582,Michigan State University,PF,23.0,14.7,LAL,West
Bob Miller,1984,208.28,104.32616,University of Cincinnati,PF,27.0,25.0,SAS,West
Brad Miller,1999,210.82,110.676448,Purdue University,C,22.0,21.2,CHH,East
Darius Miller,2013,203.2,106.59412,University of Kentucky,SF,22.0,6.3,NOH,West
Dick Miller,1981,198.12,97.52228,University of Toledo,SF,22.0,3.3,TOT,N/A
Eddie Miller,1953,203.2,102.0582,Syracuse University,C,21.0,15.4,TOT,N/A
Jay Miller,1968,195.58,92.98636,University of Notre Dame,SF,24.0,-0.8,STL,East
Mike Miller,2001,203.2,98.883056,University of Florida,SF,20.0,13.2,ORL,East
Oliver Miller,1993,205.74,127.00576,University of Arkansas,C,22.0,12.7,PHO,West
Quincy Miller,2013,205.74,95.25431999999999,Baylor University,PF,20.0,5.9,DEN,West
Reggie Miller,1988,200.66,83.91452,"University of California, Los Angeles",SG,22.0,14.0,IND,East
Chris Mills,1994,198.12,97.52228,University of Arizona,SF,24.0,12.6,CLE,East
Patty Mills,2010,182.88,83.91452,Saint Mary's College of California,PG,21.0,11.9,POR,West
Terry Mills,1991,208.28,104.32616,University of Michigan,PF,23.0,13.6,TOT,N/A
Elijah Millsap,2015,198.12,102.0582,University of Alabama at Birmingham,SG,27.0,7.9,UTA,West
Paul Millsap,2007,203.2,111.583632,Louisiana Tech University,PF,21.0,17.6,UTA,West
Harold Miner,1993,195.58,95.25431999999999,University of Southern California,SG,21.0,14.3,MIA,West
Dirk Minniefield,1986,190.5,81.64656,University of Kentucky,PG,25.0,14.1,CLE,East
Dave Minor,1952,187.96,83.91452,"University of California, Los Angeles",SG,29.0,12.5,BLB,East
Greg Minor,1995,198.12,95.25431999999999,University of Louisville,SG,23.0,14.7,BOS,East
Mark Minor,1973,198.12,97.52228,Ohio State University,SF,22.0,6.8,BOS,East
Jason Miskiri,2000,187.96,79.3786,George Mason University,PG,24.0,-12.4,CHH,East
Mike Mitchell,1979,200.66,97.52228,Auburn University,SF,23.0,16.8,CLE,East
Sam Mitchell,1990,198.12,95.25431999999999,Mercer University,PF,26.0,13.7,MIN,West
Todd Mitchell,1989,200.66,92.98636,Purdue University,SF,22.0,7.5,TOT,N/A
Tony Mitchell,2014,198.12,97.975872,University of Alabama,SF,24.0,30.9,MIL,East
Steve Mix,1970,200.66,97.52228,University of Toledo,SF,22.0,13.1,DET,East
Bill Mlkvy,1953,193.04,86.18248,Temple University,SF,22.0,9.5,PHW,East
Cuttino Mobley,1999,193.04,86.18248,University of Rhode Island,PG,23.0,12.2,HOU,West
Eric Mobley,1995,210.82,106.59412,University of Pittsburgh,C,24.0,14.3,MIL,East
Larry Moffett,1978,203.2,95.25431999999999,"University of Nevada, Las Vegas",SF,23.0,4.0,HOU,West
Nazr Mohammed,1999,208.28,100.243832,University of Kentucky,C,21.0,10.0,PHI,East
Jerome Moiso,2001,208.28,106.59412,"University of California, Los Angeles",C,22.0,3.2,BOS,East
Paul Mokeski,1980,213.36,113.398,University of Kansas,C,23.0,4.4,HOU,West
Jack Molinas,1954,198.12,90.7184,Columbia University,SF,22.0,19.2,FTW,West
Wayne Molis,1967,203.2,104.32616,Lewis University,C,23.0,11.7,NYK,East
Sidney Moncrief,1980,190.5,81.64656,University of Arkansas,SG,22.0,15.9,MIL,East
Eric Money,1975,182.88,77.11064,University of Arizona,SG,19.0,11.3,DET,East
Earl Monroe,1968,190.5,83.91452,Winston-Salem State University,SG,23.0,19.3,BAL,East
Greg Monroe,2011,210.82,120.20188,Georgetown University,C,20.0,18.0,DET,East
Rodney Monroe,1992,190.5,83.91452,North Carolina State University,SG,23.0,8.8,ATL,East
Luis Montero,2016,200.66,83.91452,Westchester CC,SG,22.0,-2.7,POR,West
Howie Montgomery,1963,195.58,99.79024,University of Texas-Pan American,SF,22.0,9.9,SFW,West
Eric Montross,1995,213.36,122.46984,University of North Carolina,C,23.0,12.1,BOS,East
Jamario Moon,2008,203.2,92.98636,Meridian Community College,SF,27.0,15.0,TOR,East
Jim Mooney,1953,195.58,97.52228,Villanova University,SF,22.0,9.5,PHW,East
Andre Moore,1988,205.74,97.52228,Loyola University of Chicago,PF-SF,23.0,12.1,TOT,N/A
E'Twaun Moore,2012,193.04,86.636072,Purdue University,PG,22.0,8.8,BOS,East
Johnny Moore,1981,185.42000000000002,79.3786,University of Texas at Austin,PG,22.0,15.8,SAS,West
Lowes Moore,1981,185.42000000000002,77.11064,West Virginia University,PG,23.0,11.1,NJN,East
Mikki Moore,1999,210.82,102.0582,University of Nebraska,C,23.0,35.7,DET,East
Otto Moore,1969,210.82,92.98636,University of Texas-Pan American,C,22.0,11.7,DET,East
Ron Moore,1988,213.36,117.93392,West Virginia State University,C,26.0,2.0,TOT,N/A
Tracy Moore,1992,193.04,90.7184,University of Tulsa,SF,26.0,11.6,DAL,West
Eric Moreland,2015,208.28,107.954896,Oregon State University,PF,23.0,40.8,SAC,West
Jackie Moreland,1961,200.66,97.52228,Louisiana Tech University,PF,22.0,11.7,DET,East
Guy Morgan,1983,203.2,92.98636,Wake Forest University,SG,22.0,9.9,IND,East
Rex Morgan,1971,195.58,86.18248,Jacksonville University,SG,22.0,10.7,BOS,East
Darren Morningstar,1994,208.28,106.59412,University of Pittsburgh,C,24.0,8.9,TOT,N/A
Chris Morris,1989,203.2,95.25431999999999,Auburn University,SF,23.0,15.0,NJN,East
Darius Morris,2012,193.04,86.18248,University of Michigan,PG,21.0,5.2,LAL,West
Isaiah Morris,1993,203.2,103.872568,University of Arkansas,SF,23.0,10.6,DET,East
Marcus Morris,2012,205.74,106.59412,University of Kansas,PF,22.0,3.8,HOU,West
Markieff Morris,2012,208.28,111.13004,University of Kansas,PF,22.0,12.1,PHO,West
Randolph Morris,2007,208.28,120.655472,University of Kentucky,C,21.0,1.5,NYK,East
Terence Morris,2002,205.74,100.243832,University of Maryland,SF,23.0,9.5,HOU,West
Adam Morrison,2007,203.2,92.98636,Gonzaga University,PF,22.0,7.9,CHA,East
Mike Morrison,1990,193.04,88.45044,Loyola College in Maryland,SG,22.0,4.2,PHO,West
Red Morrison,1955,203.2,99.79024,University of Idaho,C,22.0,11.6,BOS,East
